"zcta5","state","cd114","stab","zipname","pop10","afact"
"ZIP Census Tabulation Area","FIPS state","cd114","State Postal Code","zipname","Total Pop, 2010 census","zcta5 to cd114 alloc factor"
"87007","35","02","NM","Paraje, NM",1080,1 
"87008","35","01","NM","Cedar Crest, NM",2552,1 
"87010","35","03","NM","Cerrillos, NM",1139,1 
"87011","35","02","NM","Claunch, NM (PO Boxes)",84,1 
"87012","35","03","NM","Coyote, NM",261,1 
"87013","35","03","NM","Cuba, NM",5200,1 
"87014","35","02","NM","Cubero, NM",652,0.997 
"87014","35","03","NM","Cubero, NM",2,0.003 
"87015","35","01","NM","Edgewood, NM",9499,0.725 
"87015","35","03","NM","Edgewood, NM",3606,0.275 
"87016","35","01","NM","Estancia, NM",3730,1 
"87017","35","03","NM","Gallina, NM",429,1 
"87018","35","03","NM","Counselor, NM",522,1 
"87020","35","02","NM","Grants, NM",11347,1 
"87021","35","02","NM","Milan, NM",3472,1 
"87022","35","02","NM","Isleta Village Proper, NM",907,1 
"87023","35","02","NM","Jarales, NM",665,1 
"87024","35","03","NM","Jemez Pueblo, NM",2214,1 
"87025","35","03","NM","Jemez Springs, NM",1237,1 
"87026","35","01","NM","Laguna, NM",1543,0.38 
"87026","35","02","NM","Laguna, NM",2520,0.62 
"87027","35","03","NM","La Jara, NM",309,1 
"87028","35","02","NM","La Joya, NM",145,1 
"87029","35","03","NM","Lindrith, NM",237,1 
"87031","35","01","NM","Los Lunas, NM",11402,0.259 
"87031","35","02","NM","Los Lunas, NM",32673,0.741 
"87032","35","01","NM","McIntosh, NM",291,1 
"87034","35","02","NM","Skyline-Ganipa, NM",2207,1 
"87035","35","01","NM","Moriarty, NM",7166,0.986 
"87035","35","03","NM","Moriarty, NM",102,0.014 
"87036","35","01","NM","Mountainair, NM",1846,0.988 
"87036","35","02","NM","Mountainair, NM",22,0.012 
"87037","35","03","NM","Nageezi, NM (PO Boxes)",677,1 
"87038","35","02","NM","Laguna, NM",616,1 
"87040","35","02","NM","Paguate, NM",496,1 
"87041","35","03","NM","Peña Blanca, NM",881,1 
"87042","35","02","NM","Peralta, NM",3644,1 
"87043","35","01","NM","Placitas, NM",5052,1 
"87044","35","03","NM","Ponderosa, NM",387,1 
"87045","35","02","NM","Prewitt, NM",43,0.025 
"87045","35","03","NM","Prewitt, NM",1708,0.975 
"87046","35","03","NM","Regina, NM",186,1 
"87047","35","01","NM","Sandia Park, NM",4808,0.982 
"87047","35","03","NM","Sandia Park, NM",86,0.018 
"87048","35","01","NM","Corrales, NM",1103,0.127 
"87048","35","03","NM","Corrales, NM",7579,0.873 
"87049","35","02","NM","Acomita Lake, NM",973,1 
"87051","35","02","NM","San Rafael, NM",969,1 
"87052","35","03","NM","Santo Domingo Pueblo, NM",3182,1 
"87053","35","03","NM","Zia Pueblo, NM",998,1 
"87056","35","03","NM","Stanley, NM",954,1 
"87059","35","01","NM","Tijeras, NM",9604,1 
"87061","35","01","NM","Torreon, NM",371,1 
"87062","35","02","NM","Veguita, NM",1869,1 
"87063","35","01","NM","Willard, NM",323,1 
"87064","35","03","NM","Youngsville, NM (PO Boxes)",161,1 
"87068","35","02","NM","Bosque Farms, NM",4755,1 
"87070","35","01","NM","Clines Corners, NM",42,1 
"87072","35","03","NM","Cochiti, NM",660,1 
"87083","35","03","NM","Cochiti Lake, NM",569,1 
"87102","35","01","NM","Albuquerque, NM",21204,1 
"87104","35","01","NM","Albuquerque, NM",12123,1 
"87105","35","01","NM","South Valley, NM",56098,0.973 
"87105","35","02","NM","South Valley, NM",1582,0.027 
"87106","35","01","NM","Albuquerque, NM",27013,1 
"87107","35","01","NM","Albuquerque, NM",31183,1 
"87108","35","01","NM","Albuquerque, NM",38647,1 
"87109","35","01","NM","Albuquerque, NM",40432,1 
"87110","35","01","NM","Albuquerque, NM",38587,1 
"87111","35","01","NM","Albuquerque, NM",56490,1 
"87112","35","01","NM","Albuquerque, NM",43584,1 
"87113","35","01","NM","Albuquerque, NM",14477,1 
"87114","35","01","NM","Albuquerque, NM",34173,0.555 
"87114","35","03","NM","Albuquerque, NM",27450,0.445 
"87116","35","01","NM","Albuquerque, NM",4117,1 
"87117","35","01","NM","Albuquerque, Kirtland Afb, NM",310,1 
"87120","35","01","NM","Albuquerque, NM",58023,1 
"87121","35","01","NM","Albuquerque, NM",76721,1 
"87122","35","01","NM","Albuquerque, NM",17977,1 
"87123","35","01","NM","Albuquerque, NM",41468,1 
"87124","35","03","NM","Rio Rancho, NM",51404,1 
"87144","35","01","NM","Rio Rancho, NM",4839,0.128 
"87144","35","03","NM","Rio Rancho, NM",32880,0.872 
"87301","35","03","NM","Gallup, NM",23674,1 
"87305","35","03","NM","Gallup, NM",3350,1 
"87310","35","03","NM","Brimhall, NM",938,1 
"87311","35","03","NM","Church Rock, NM (PO Boxes)",4208,1 
"87312","35","03","NM","Continental Divide, NM (PO Boxes)",579,1 
"87313","35","03","NM","Crownpoint, NM (PO Boxes)",5662,1 
"87315","35","02","NM","Fence Lake, NM",149,1 
"87316","35","03","NM","Fort Wingate, NM (PO Boxes)",1304,1 
"87317","35","03","NM","Gamerco, NM",1956,1 
"87319","35","03","NM","Mentmore, NM",1832,1 
"87320","35","03","NM","Nakaibito, NM",765,1 
"87321","35","02","NM","Ramah, NM",2226,1 
"87322","35","03","NM","Rehoboth, NM (PO Boxes)",247,1 
"87323","35","02","NM","Thoreau, NM",259,0.057 
"87323","35","03","NM","Thoreau, NM",4299,0.943 
"87325","35","03","NM","Tohatchi, NM",3034,1 
"87326","35","03","NM","Vanderwagen, NM",1688,1 
"87327","35","02","NM","Zuni Pueblo, NM",6393,0.811 
"87327","35","03","NM","Zuni Pueblo, NM",1490,0.189 
"87328","04","01","AZ","Navajo, NM",185,0.069 
"87328","35","03","NM","Navajo, NM",2483,0.931 
"87347","35","03","NM","Jamestown, NM (PO Boxes)",309,1 
"87357","35","02","NM","Pinehill, NM",604,1 
"87364","35","03","NM","Sheep Springs, NM",1111,1 
"87375","35","03","NM","Yatahey, NM",3193,1 
"87401","35","03","NM","Farmington, NM",46293,1 
"87402","35","03","NM","Farmington, NM",11034,1 
"87410","35","03","NM","Aztec, NM",17603,1 
"87412","35","03","NM","Blanco, NM",966,1 
"87413","35","03","NM","Bloomfield, NM",16792,1 
"87415","35","03","NM","Flora Vista, NM",1791,1 
"87416","35","03","NM","Upper Fruitland, NM",5454,1 
"87417","35","03","NM","Kirtland, NM",6910,1 
"87418","35","03","NM","La Plata, NM",1059,1 
"87419","35","03","NM","Navajo Dam, NM",464,1 
"87420","35","03","NM","Shiprock, NM",11967,1 
"87421","35","03","NM","Waterflow, NM",1871,1 
"87455","35","03","NM","Newcomb, NM (PO Boxes)",1750,1 
"87461","35","03","NM","Sanostee, NM (PO Boxes)",1315,1 
"87499","35","03","NM","Farmington, NM",453,1 
"87501","35","03","NM","Santa Fe, NM",15147,1 
"87505","35","03","NM","Santa Fe, NM",31013,1 
"87506","35","03","NM","Santa Fe, NM",12580,1 
"87507","35","03","NM","Santa Fe, NM",45890,1 
"87508","35","03","NM","Santa Fe, NM",18183,1 
"87510","35","03","NM","Abiquiu, NM",1096,1 
"87511","35","03","NM","La Villita, NM",2747,1 
"87512","35","03","NM","Amalia, NM (PO Boxes)",199,1 
"87513","35","03","NM","Arroyo Hondo, NM (PO Boxes)",1007,1 
"87514","35","03","NM","Arroyo Seco, NM",1345,1 
"87515","35","03","NM","Canjilon, NM",311,1 
"87516","35","03","NM","Cañones, NM",130,1 
"87517","35","03","NM","Carson, NM (PO Boxes)",356,1 
"87518","35","03","NM","Cebolla, NM (PO Boxes)",91,1 
"87519","35","03","NM","Cerro, NM (PO Boxes)",460,1 
"87520","35","03","NM","Chama, NM",1419,1 
"87521","35","03","NM","Chamisal, NM",1003,1 
"87522","35","03","NM","Chimayo, NM",3384,1 
"87523","35","03","NM","Cordova, NM",405,1 
"87524","35","03","NM","Costilla, NM",260,1 
"87525","35","03","NM","Taos Ski Valley, NM",72,1 
"87527","35","03","NM","Dixon, NM",880,1 
"87528","35","03","NM","Dulce, NM",3417,1 
"87529","35","03","NM","El Prado, NM",3600,1 
"87530","35","03","NM","El Rito, NM",974,1 
"87531","35","03","NM","Embudo, NM",368,1 
"87532","35","03","NM","Espanola, NM",18223,1 
"87533","35","03","NM","Espanola, NM",185,1 
"87535","35","03","NM","Glorieta, NM",1270,1 
"87537","35","03","NM","Hernandez, NM",2957,1 
"87538","35","03","NM","Ilfeld, NM",493,1 
"87539","35","03","NM","La Madera, NM",269,1 
"87540","35","03","NM","Lamy, NM",923,1 
"87543","35","03","NM","Llano, NM",247,1 
"87544","35","03","NM","Los Alamos, NM",17950,1 
"87548","35","03","NM","Medanales, NM (PO Boxes)",928,1 
"87549","35","03","NM","Ojo Caliente, NM",1118,1 
"87551","35","03","NM","Los Ojos, NM",305,1 
"87552","35","03","NM","Pecos, NM",3325,1 
"87553","35","03","NM","Peñasco, NM",1209,1 
"87554","35","03","NM","Petaca, NM (PO Boxes)",61,1 
"87556","35","03","NM","Questa, NM",2417,1 
"87557","35","03","NM","Ranchos De Taos, NM",6359,1 
"87558","35","03","NM","Red River, NM",606,1 
"87560","35","03","NM","Ribera, NM",1445,1 
"87562","35","03","NM","Rowe, NM",576,1 
"87564","35","03","NM","San Cristobal, NM",332,1 
"87565","35","03","NM","Soham, NM",478,1 
"87566","35","03","NM","Ohkay Owingeh, NM",3000,1 
"87567","35","03","NM","Espanola, NM",1634,1 
"87569","35","03","NM","Serafina, NM (PO Boxes)",442,1 
"87571","35","03","NM","Taos, NM",11706,1 
"87573","35","03","NM","Tererro, NM",36,1 
"87574","35","03","NM","Rio en Medio, NM",187,1 
"87575","35","03","NM","Tierra Amarilla, NM",789,1 
"87577","35","03","NM","Tres Piedras, NM (PO Boxes)",454,1 
"87578","35","03","NM","Truchas, NM",611,1 
"87579","35","03","NM","Vadito, NM",890,1 
"87580","35","03","NM","Valdez, NM (PO Boxes)",449,1 
"87581","35","03","NM","Vallecitos, NM",141,1 
"87582","35","03","NM","Velarde, NM",1350,1 
"87583","35","03","NM","Villanueva, NM",234,1 
"87701","35","03","NM","Las Vegas, NM",20081,1 
"87710","35","03","NM","Angel Fire, NM",1768,1 
"87711","35","02","NM","Tecolotito, NM",489,0.649 
"87711","35","03","NM","Tecolotito, NM",264,0.351 
"87712","35","03","NM","Buena Vista, NM (PO Boxes)",283,1 
"87713","35","03","NM","Chacon, NM",283,1 
"87714","35","03","NM","Cimarron, NM",1151,1 
"87715","35","03","NM","Cleveland, NM",532,1 
"87718","35","03","NM","Eagle Nest, NM",467,1 
"87722","35","03","NM","Guadalupita, NM",376,1 
"87723","35","03","NM","Holman, NM",408,1 
"87724","35","02","NM","La Loma, NM",88,1 
"87728","35","03","NM","Maxwell, NM",417,1 
"87729","35","03","NM","Miami, NM",126,1 
"87730","35","03","NM","Mills, NM",27,1 
"87731","35","03","NM","Montezuma, NM",223,1 
"87732","35","03","NM","Mora, NM",1672,1 
"87733","35","03","NM","Mosquero, NM",158,1 
"87734","35","03","NM","Ocate, NM",181,1 
"87735","35","03","NM","Ojo Feliz, NM",90,1 
"87736","35","03","NM","Rainsville, NM (PO Boxes)",233,1 
"87740","35","03","NM","Raton, NM",8068,1 
"87742","35","03","NM","Rociada, NM",609,1 
"87743","35","03","NM","Roy, NM",361,1 
"87745","35","03","NM","Sapello, NM",654,1 
"87746","35","03","NM","Solano, NM",120,1 
"87747","35","03","NM","Springer, NM",1624,1 
"87749","35","03","NM","Ute Park, NM",75,1 
"87750","35","03","NM","Valmora, NM",11,1 
"87752","35","03","NM","Wagon Mound, NM",431,1 
"87753","35","03","NM","Watrous, NM",254,1 
"87801","35","02","NM","Socorro, NM",10221,1 
"87820","35","02","NM","Aragon, NM",161,1 
"87821","35","02","NM","Datil, NM",672,1 
"87823","35","02","NM","Lemitar, NM",884,1 
"87824","35","02","NM","Luna, NM",194,1 
"87825","35","02","NM","Alamo, NM",2999,1 
"87827","35","02","NM","Pie Town, NM",276,1 
"87828","35","02","NM","Polvadera, NM",429,1 
"87829","35","02","NM","Quemado, NM",922,1 
"87830","35","02","NM","Reserve, NM",999,1 
"87831","35","02","NM","Alamillo, NM",195,1 
"87832","35","02","NM","San Antonio, NM",600,1 
"87901","35","02","NM","Truth or Consequences, NM",7139,1 
"87930","35","02","NM","Arrey, NM",829,1 
"87931","35","02","NM","Caballo, NM",634,1 
"87933","35","02","NM","Derry, NM",106,1 
"87935","35","02","NM","Elephant Butte, NM",1770,1 
"87936","35","02","NM","Garfield, NM",515,1 
"87937","35","02","NM","Hatch, NM",3303,1 
"87939","35","02","NM","Monticello, NM",125,1 
"87940","35","02","NM","Rincon, NM",669,1 
"87941","35","02","NM","Salem, NM",1216,1 
"87942","35","02","NM","Williamsburg, NM",898,1 
"87943","35","02","NM","Winston, NM",228,1 
"88001","35","02","NM","Las Cruces, NM",37484,1 
"88002","35","02","NM","White Sands, NM",1656,1 
"88003","35","02","NM","University Park, NM",894,1 
"88004","35","02","NM","Las Cruces, NM",699,1 
"88005","35","02","NM","Las Cruces, NM",27116,1 
"88007","35","02","NM","Las Cruces, NM",24048,1 
"88008","35","02","NM","Santa Teresa, NM",5747,1 
"88009","35","02","NM","Playas, NM",88,1 
"88011","35","02","NM","Las Cruces, NM",27698,1 
"88012","35","02","NM","Las Cruces, NM",25961,1 
"88020","35","02","NM","Cotton City, NM",882,1 
"88021","35","02","NM","Anthony, NM",18421,1 
"88022","35","02","NM","Arenas Valley, NM",1343,1 
"88023","35","02","NM","Bayard, NM",2406,1 
"88024","35","02","NM","Berino, NM",236,1 
"88025","35","02","NM","Buckhorn, NM",256,1 
"88026","35","02","NM","Santa Clara, NM",1658,1 
"88027","35","02","NM","Chamberino, NM",493,1 
"88028","35","02","NM","Cliff, NM",492,1 
"88029","35","02","NM","Columbus, NM",1873,1 
"88030","35","02","NM","Deming, NM",23222,1 
"88032","35","02","NM","Doña Ana, NM",195,1 
"88033","35","02","NM","Fairacres, NM (PO Boxes)",11,1 
"88034","35","02","NM","Faywood, NM (PO Boxes)",96,1 
"88038","35","02","NM","Gila, NM",431,1 
"88039","35","02","NM","Glenwood, NM",465,1 
"88040","35","02","NM","Hachita, NM (PO Boxes)",116,1 
"88041","35","02","NM","Hanover, NM",1243,1 
"88042","35","02","NM","Hillsboro, NM",250,1 
"88043","35","02","NM","Hurley, NM",1621,1 
"88044","35","02","NM","La Mesa, NM",3896,1 
"88045","35","02","NM","Lordsburg, NM",3662,1 
"88046","35","02","NM","Mesilla, NM",697,1 
"88047","35","02","NM","Mesilla Park, NM",1967,1 
"88048","35","02","NM","Mesquite, NM",3862,1 
"88049","35","02","NM","Mimbres, NM",408,1 
"88051","35","02","NM","Mule Creek, NM (PO Boxes)",94,1 
"88052","35","02","NM","Organ, NM",270,1 
"88053","35","02","NM","Pinos Altos, NM",133,1 
"88055","35","02","NM","Redrock, NM",37,1 
"88056","35","02","NM","Rodeo, NM (PO Boxes)",233,1 
"88061","35","02","NM","Silver City, NM",18585,1 
"88063","35","02","NM","Sunland Park, NM",12772,0.998 
"88063","48","16","TX","Sunland Park, NM",27,0.002 
"88065","35","02","NM","Tyrone, NM",624,1 
"88072","35","02","NM","Vado, NM",2501,1 
"88081","35","02","NM","Chaparral, NM",15708,1 
"88101","35","03","NM","Clovis, NM",45006,1 
"88103","35","03","NM","Cannon AFB, NM",278,1 
"88112","35","03","NM","Broadview, NM",123,1 
"88113","35","02","NM","Causey, NM",103,1 
"88114","35","02","NM","Crossroads, NM",35,1 
"88115","35","02","NM","Dora, NM",44,1 
"88116","35","02","NM","Elida, NM",455,1 
"88118","35","02","NM","Floyd, NM",180,1 
"88119","35","02","NM","Fort Sumner, NM",1932,1 
"88120","35","03","NM","Grady, NM",239,1 
"88121","35","03","NM","House, NM",152,1 
"88124","35","02","NM","Melrose, NM",62,0.053 
"88124","35","03","NM","Melrose, NM",1103,0.947 
"88125","35","02","NM","Milnesand, NM",90,1 
"88126","35","02","NM","Pep, NM",30,1 
"88130","35","02","NM","Portales, NM",5873,0.315 
"88130","35","03","NM","Portales, NM",12778,0.685 
"88132","35","02","NM","Rogers, NM",199,1 
"88134","35","02","NM","Taiban, NM",46,1 
"88135","35","03","NM","Texico, NM",1804,1 
"88136","35","02","NM","Yeso, NM",44,1 
"88201","35","02","NM","Roswell, NM",25490,1 
"88203","35","02","NM","Roswell, NM",31561,1 
"88210","35","02","NM","Artesia, NM",17217,1 
"88220","35","02","NM","Carlsbad, NM",33721,1 
"88220","48","23","TX","Carlsbad, NM",4,0 
"88230","35","02","NM","Dexter, NM",5179,1 
"88231","35","02","NM","Eunice, NM",3238,1 
"88232","35","02","NM","Hagerman, NM",2525,1 
"88240","35","02","NM","Hobbs, NM",37149,1 
"88242","35","02","NM","North Hobbs, NM",6141,1 
"88250","35","02","NM","Hope, NM",270,1 
"88252","35","02","NM","Jal, NM",2160,1 
"88253","35","02","NM","Lake Arthur, NM",935,1 
"88254","35","02","NM","Lakewood, NM (PO Boxes)",191,1 
"88255","35","02","NM","Loco Hills, NM",128,1 
"88256","35","02","NM","Loving, NM",1925,1 
"88260","35","02","NM","Lovington, NM",14343,1 
"88262","35","02","NM","Mc Donald, NM (PO Boxes)",30,1 
"88263","35","02","NM","Malaga, NM",175,1 
"88264","35","02","NM","Maljamar, NM",39,1 
"88265","35","02","NM","Monument, NM",243,1 
"88267","35","02","NM","Tatum, NM",1349,1 
"88268","35","02","NM","Whites City, NM (PO Boxes)",7,1 
"88301","35","01","NM","Carrizozo, NM",39,0.028 
"88301","35","02","NM","Carrizozo, NM",1347,0.972 
"88310","35","02","NM","Alamogordo, NM",35776,1 
"88311","35","02","NM","Boles Acres, NM",854,1 
"88312","35","02","NM","Alto, NM (PO Boxes)",2586,1 
"88314","35","02","NM","Bent, NM",210,1 
"88316","35","02","NM","Capitan, NM",2351,1 
"88317","35","02","NM","Cloudcroft, NM",1751,1 
"88318","35","01","NM","Corona, NM",58,0.152 
"88318","35","02","NM","Corona, NM",323,0.848 
"88321","35","01","NM","Encino, NM",160,0.856 
"88321","35","02","NM","Encino, NM",27,0.144 
"88323","35","02","NM","Fort Stanton, NM (PO Boxes)",14,1 
"88324","35","02","NM","Glencoe, NM",210,1 
"88325","35","02","NM","High Rolls, NM",899,1 
"88330","35","02","NM","Holloman AFB, NM",3054,1 
"88336","35","02","NM","Hondo, NM",267,1 
"88337","35","02","NM","La Luz, NM",2295,1 
"88338","35","02","NM","Lincoln, NM (PO Boxes)",189,1 
"88339","35","02","NM","Mayhill, NM",618,1 
"88340","35","02","NM","Mescalero, NM",3616,1 
"88341","35","02","NM","Nogal, NM",538,1 
"88342","35","02","NM","Orogrande, NM",52,1 
"88343","35","02","NM","Picacho, NM (PO Boxes)",48,1 
"88344","35","02","NM","Pinon, NM",159,1 
"88345","35","02","NM","Ruidoso, NM",8845,1 
"88346","35","02","NM","Ruidoso Downs, NM",3132,1 
"88347","35","02","NM","Sacramento, NM",100,1 
"88348","35","02","NM","San Patricio, NM",314,1 
"88349","35","02","NM","Sunspot, NM (PO Boxes)",70,1 
"88350","35","02","NM","Timberon, NM",368,1 
"88351","35","02","NM","Tinnie, NM",256,1 
"88352","35","02","NM","Tularosa, NM",5188,1 
"88353","35","02","NM","Vaughn, NM",473,1 
"88354","35","02","NM","Weed, NM",108,1 
"88355","35","02","NM","Ruidoso, NM",29,1 
"88401","35","03","NM","Tucumcari, NM",6944,1 
"88410","35","03","NM","Amistad, NM",129,1 
"88411","35","03","NM","Bard, NM",82,1 
"88414","35","03","NM","Capulin, NM",39,1 
"88415","35","03","NM","Clayton, NM",3569,1 
"88416","35","03","NM","Conchas Dam, NM",189,1 
"88417","35","02","NM","Cuervo, NM",25,1 
"88418","35","03","NM","Des Moines, NM",294,1 
"88419","35","03","NM","Folsom, NM",229,1 
"88421","35","03","NM","Garita, NM",19,1 
"88422","35","03","NM","Gladstone, NM",68,1 
"88424","35","03","NM","Grenville, NM",128,1 
"88426","35","03","NM","Logan, NM",1212,1 
"88427","35","03","NM","Mc Alister, NM",119,1 
"88430","35","03","NM","Nara Visa, NM",153,0.944 
"88430","48","13","TX","Nara Visa, NM",9,0.056 
"88431","35","02","NM","Newkirk, NM",26,0.531 
"88431","35","03","NM","Newkirk, NM",23,0.469 
"88434","35","03","NM","San Jon, NM",369,1 
"88435","35","02","NM","Santa Rosa, NM",3559,1 
"88436","35","03","NM","Sedan, NM",185,1 
"89001","32","04","NV","Alamo, NV",1224,1 
"89002","32","03","NV","Henderson, NV",31880,1 
"89003","32","04","NV","Beatty, NV",1032,1 
"89004","32","03","NV","Blue Diamond, NV",313,1 
"89005","32","03","NV","Boulder City, NV",15065,1 
"89007","32","04","NV","Bunkerville, NV",1351,1 
"89008","32","04","NV","Caliente, NV",1508,1 
"89010","06","08","CA","Dyer, NV",31,0.075 
"89010","32","04","NV","Dyer, NV",384,0.925 
"89011","32","03","NV","Henderson, NV",19550,1 
"89012","32","03","NV","Henderson, NV",29085,1 
"89013","32","04","NV","Goldfield, NV",285,1 
"89014","32","03","NV","Henderson, NV",36922,1 
"89015","32","03","NV","Henderson, NV",38993,1 
"89017","32","04","NV","Hiko, NV",176,1 
"89018","32","04","NV","Indian Springs, NV",1007,1 
"89019","06","08","CA","Sandy Valley, NV",69,0.026 
"89019","32","03","NV","Sandy Valley, NV",2604,0.974 
"89020","32","04","NV","Amargosa Valley, NV",1456,1 
"89021","32","04","NV","Moapa Valley, NV",3605,1 
"89022","32","04","NV","Manhattan, NV (PO Boxes)",69,1 
"89025","32","04","NV","Moapa Town, NV",1400,1 
"89026","32","03","NV","So Nev Correctional Ctr, Jean, NV",150,1 
"89027","32","04","NV","Mesquite, NV",15275,1 
"89029","32","03","NV","Laughlin, NV",7546,1 
"89030","32","01","NV","North Las Vegas, NV",12239,0.227 
"89030","32","04","NV","North Las Vegas, NV",41689,0.773 
"89031","32","04","NV","North Las Vegas, NV",60589,1 
"89032","32","04","NV","North Las Vegas, NV",40297,1 
"89039","32","03","NV","Cal-Nev-Ari, NV",316,1 
"89040","32","04","NV","Moapa Valley, NV",3721,1 
"89042","32","04","NV","Panaca, NV",1010,1 
"89043","32","04","NV","Pioche, NV",1429,1 
"89044","32","03","NV","Henderson, NV",14260,1 
"89045","32","04","NV","Round Mountain, NV",1505,1 
"89046","32","03","NV","Searchlight, NV",660,1 
"89047","32","04","NV","Silver Peak, NV",107,1 
"89048","32","04","NV","Pahrump, NV",21169,1 
"89049","32","04","NV","Tonopah, NV",2727,1 
"89052","32","03","NV","Henderson, NV",47214,1 
"89054","32","03","NV","Enterprise, NV",105,1 
"89060","06","08","CA","Pahrump, NV",30,0.003 
"89060","32","04","NV","Pahrump, NV",10197,0.997 
"89061","06","08","CA","Pahrump, NV",51,0.01 
"89061","32","04","NV","Pahrump, NV",5201,0.99 
"89074","32","03","NV","Henderson, NV",47095,1 
"89081","32","04","NV","North Las Vegas, NV",29774,1 
"89084","32","04","NV","North Las Vegas, NV",21837,1 
"89085","32","04","NV","North Las Vegas, NV",3367,1 
"89086","32","04","NV","North Las Vegas, NV",4726,1 
"89101","32","01","NV","Las Vegas, NV",46055,1 
"89102","32","01","NV","Las Vegas, NV",35759,1 
"89103","32","01","NV","Spring Valley, NV",50519,1 
"89104","32","01","NV","Sunrise Manor, NV",39909,1 
"89106","32","01","NV","Las Vegas, NV",4679,0.182 
"89106","32","04","NV","Las Vegas, NV",21080,0.818 
"89107","32","01","NV","Las Vegas, NV",36282,1 
"89108","32","01","NV","Las Vegas, NV",24373,0.348 
"89108","32","04","NV","Las Vegas, NV",45750,0.652 
"89109","32","01","NV","Winchester, NV",7770,1 
"89110","32","01","NV","Las Vegas, NV",69129,0.974 
"89110","32","04","NV","Las Vegas, NV",1865,0.026 
"89113","32","01","NV","Spring Valley, NV",5215,0.219 
"89113","32","03","NV","Spring Valley, NV",18585,0.781 
"89115","32","01","NV","Sunrise Manor, NV",10630,0.181 
"89115","32","04","NV","Sunrise Manor, NV",48164,0.819 
"89117","32","01","NV","Las Vegas, NV",20240,0.365 
"89117","32","03","NV","Las Vegas, NV",35176,0.635 
"89118","32","01","NV","Spring Valley, NV",15535,0.804 
"89118","32","03","NV","Spring Valley, NV",3783,0.196 
"89119","32","01","NV","Paradise, NV",41059,0.83 
"89119","32","03","NV","Paradise, NV",8386,0.17 
"89120","32","01","NV","Paradise, NV",17404,0.747 
"89120","32","03","NV","Paradise, NV",5907,0.253 
"89121","32","01","NV","Paradise, NV",64096,1 
"89122","32","01","NV","Whitney, NV",39017,0.853 
"89122","32","03","NV","Whitney, NV",6703,0.147 
"89123","32","03","NV","Paradise, NV",56300,1 
"89124","32","03","NV","Las Vegas, NV",140,0.149 
"89124","32","04","NV","Las Vegas, NV",801,0.851 
"89128","32","01","NV","Las Vegas, NV",11367,0.319 
"89128","32","04","NV","Las Vegas, NV",24302,0.681 
"89129","32","04","NV","Las Vegas, NV",51252,1 
"89130","32","04","NV","Las Vegas, NV",33015,1 
"89131","32","04","NV","Las Vegas, NV",43072,1 
"89134","32","03","NV","Las Vegas, NV",2797,0.116 
"89134","32","04","NV","Las Vegas, NV",21243,0.884 
"89135","32","03","NV","Summerlin South, NV",24144,1 
"89138","32","03","NV","Las Vegas, NV",12118,1 
"89139","32","03","NV","Enterprise, NV",30477,1 
"89141","32","03","NV","Enterprise, NV",25150,1 
"89142","32","01","NV","Sunrise Manor, NV",32427,0.961 
"89142","32","04","NV","Sunrise Manor, NV",1304,0.039 
"89143","32","04","NV","Las Vegas, NV",12786,1 
"89144","32","03","NV","Las Vegas, NV",18714,1 
"89145","32","01","NV","Las Vegas, NV",18552,0.8 
"89145","32","03","NV","Las Vegas, NV",4634,0.2 
"89146","32","01","NV","Las Vegas, NV",19071,1 
"89147","32","01","NV","Spring Valley, NV",25241,0.507 
"89147","32","03","NV","Spring Valley, NV",24537,0.493 
"89148","32","03","NV","Spring Valley, NV",39712,1 
"89149","32","04","NV","Las Vegas, NV",31143,1 
"89156","32","01","NV","Sunrise Manor, NV",5266,0.189 
"89156","32","04","NV","Sunrise Manor, NV",22528,0.811 
"89161","32","03","NV","Las Vegas, NV",184,1 
"89166","32","04","NV","Las Vegas, NV",13209,1 
"89169","32","01","NV","Paradise, NV",23304,1 
"89178","32","03","NV","Enterprise, NV",27588,1 
"89179","32","03","NV","Las Vegas, NV",2340,1 
"89183","32","03","NV","Paradise, NV",36005,1 
"89191","32","04","NV","Nellis AFB, NV",857,1 
"89301","32","04","NV","Ely, NV",7606,1 
"89310","32","02","NV","Austin, NV",419,0.762 
"89310","32","04","NV","Austin, NV",131,0.238 
"89311","32","04","NV","Baker, NV",235,1 
"89314","32","04","NV","Duckwater, NV",158,1 
"89316","32","02","NV","Eureka, NV",1360,0.966 
"89316","32","04","NV","Eureka, NV",48,0.034 
"89317","32","04","NV","Lund, NV",477,1 
"89318","32","04","NV","McGill, NV",1219,1 
"89319","32","04","NV","Ruth, NV",450,1 
"89402","32","02","NV","Crystal Bay, NV",71,1 
"89403","32","02","NV","Dayton, NV",14158,1 
"89404","32","02","NV","Denio, NV (PO Boxes)",52,1 
"89405","32","02","NV","Empire, NV",239,1 
"89406","32","02","NV","Fallon, NV",24772,1 
"89408","32","02","NV","Fernley, NV",19626,1 
"89409","32","04","NV","Gabbs, NV",283,1 
"89410","32","02","NV","Gardnerville, NV",10557,1 
"89411","32","02","NV","Genoa, NV",929,1 
"89412","32","02","NV","Gerlach, NV",288,1 
"89413","32","02","NV","Lakeridge, NV",655,1 
"89414","32","02","NV","Golconda, NV",349,1 
"89415","32","04","NV","Hawthorne, NV",3793,1 
"89418","32","02","NV","Imlay, NV",388,1 
